degradation,fold,level,method,runs,sample_accuracy_mean,sample_accuracy_std,sample_macro_f1_mean,sample_macro_f1_std,test_subjects,trial_accuracy_mean,trial_accuracy_std,trial_macro_f1_mean,trial_macro_f1_std
structured_realistic_clutter,loso_test_p6_val_p7,0.05,radar_stnet,5,0.8359589041095891,0.018212968580540397,0.8159611486323298,0.021198039383315534,p6,0.8666666666666668,0.02108185106778919,0.8463809523809523,0.025724601105572387
structured_realistic_clutter,loso_test_p6_val_p7,0.1,radar_stnet,5,0.6160121765601217,0.03422682840121968,0.5756487172166056,0.03279729404034121,p6,0.6266666666666666,0.03265986323710903,0.5908424908424909,0.02194678182650826
structured_realistic_clutter,loso_test_p6_val_p7,0.15,radar_stnet,5,0.48765601217656007,0.07724832452903362,0.45338237157725125,0.06965249581830611,p6,0.49333333333333335,0.07118052168020872,0.4558956482114377,0.06105210259063159
structured_realistic_clutter,loso_test_p6_val_p7,0.2,radar_stnet,5,0.4167123287671233,0.07363959091195406,0.39295261070671145,0.06781389621940442,p6,0.42666666666666664,0.06110100926607787,0.39636340852130325,0.05184752577130345
structured_realistic_clutter,loso_test_p6_val_p7,0.3,radar_stnet,5,0.29898021308980216,0.05696196500605263,0.2748911807502952,0.05972148275881792,p6,0.2866666666666667,0.07180219742846006,0.2501068573938139,0.07718350623183542
point_missing,loso_test_p7_val_p1,0.0,pointnet_gru,1,0.617351598173516,0.0,0.5760220978904615,0.0,p7,0.6666666666666666,0.0,0.5928205128205127,0.0
point_missing,loso_test_p7_val_p1,0.1,pointnet_gru,5,0.611103500761035,0.0003150721696268403,0.5697943597704421,0.00040658940564713915,p7,0.6666666666666666,0.0,0.5928205128205127,0.0
point_missing,loso_test_p7_val_p1,0.2,pointnet_gru,5,0.5991171993911719,0.0009136858383712258,0.5582733760235612,0.000882593258647186,p7,0.6333333333333333,0.0,0.5728571428571428,0.0
point_missing,loso_test_p7_val_p1,0.3,pointnet_gru,5,0.5823363774733638,0.0012547618779619513,0.5418172668319619,0.0012002938488527165,p7,0.6333333333333333,0.0,0.5728571428571428,0.0
point_missing,loso_test_p7_val_p1,0.4,pointnet_gru,5,0.5569558599695587,0.0011235000809758841,0.5153633486561753,0.0012152789755704905,p7,0.6333333333333333,0.0,0.5728571428571428,0.0
point_missing,loso_test_p7_val_p1,0.5,pointnet_gru,5,0.522572298325723,0.0009684600319992764,0.47693183286534707,0.0008452959259310375,p7,0.5666666666666667,0.0,0.4628205128205128,0.0
point_missing,loso_test_p7_val_p1,0.6,pointnet_gru,5,0.486613394216134,0.0011408927570914788,0.4299682344652993,0.0014409733339707986,p7,0.5,0.0,0.41142857142857137,0.0
point_missing,loso_test_p7_val_p1,0.7,pointnet_gru,5,0.4550837138508371,0.0006919143459775159,0.38408908127484837,0.0009262504305253883,p7,0.4866666666666667,0.016329931618554516,0.39776623376623366,0.016753025267840248
coordinate_noise,loso_test_p7_val_p1,0.0,pointnet_gru,1,0.617351598173516,0.0,0.5760220978904615,0.0,p7,0.6666666666666666,0.0,0.5928205128205127,0.0
coordinate_noise,loso_test_p7_val_p1,0.01,pointnet_gru,5,0.6184170471841705,0.0002775431130717067,0.576756166299392,0.00022975427783934163,p7,0.6666666666666666,0.0,0.5928205128205127,0.0
coordinate_noise,loso_test_p7_val_p1,0.02,pointnet_gru,5,0.6189117199391172,0.00027962211675608076,0.5760796925122842,0.0003949177747100388,p7,0.6666666666666666,0.0,0.5928205128205127,0.0
coordinate_noise,loso_test_p7_val_p1,0.05,pointnet_gru,5,0.6184627092846271,0.00034908203778326124,0.570551784821386,0.00036523183622753664,p7,0.6333333333333333,0.0,0.5595238095238095,0.0
